Burgundy Hospitality pvt ltd,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149
1371,H!P COOKIES NO CREAM OATMILK CHOCOLATE BAR,H!P COO NO CRE OAT CHO BAR,HCOONO,Retail - Chocolate,Chocolate Bar,,,,Outright,ITEM,,,HO,MFR,,,362,695,695,0,0,3,0,YES,NO,0,H!P,INACTIVE,0,NO,5005,GST 18%,18069010,MRP,0,MRP,0,,N0,540,YES,Not Applicable,Yes,,No,,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,1,,,No,No,No,0,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,,No,No,1,1,Yes,Yes,Yes,0,0,Yes,Yes,Itemmaster,No,Yes,Default,362,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,,MIGRATION,,,,,
1372,LA FOLIE CREAMY COCONUT BAR,LA  FOL CRE COC BAR,LFOLCRE,Retail - Chocolate,Chocolate Bar,,,365,Consignment,ITEM,THIRD WEEK OF EVERY MONTH,,HO,MFR,,,150,295,295,0,0,3,11,,YES,0,PBS GOURMET FOODS PRIVATE LIMITED,REGULAR,0,NO,5003,GST 5%,18061000,PURCHASE RATE,0,SELLING RATE,0,27AAICP0329E1ZN,N0,365,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,150,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Show Multiple Batch Lov,MIGRATION,,,,,
1373,LA FOLIE CRUNCHY CACAO NIB BAR,LA  FOL CRU CAC NIB BAR,LFOLCRU,Retail - Chocolate,Chocolate Bar,,,365,Consignment,ITEM,THIRD WEEK OF EVERY MONTH,,HO,MFR,,,150,295,295,0,0,3,11,,YES,0,PBS GOURMET FOODS PRIVATE LIMITED,REGULAR,0,NO,5003,GST 5%,18061000,PURCHASE RATE,0,SELLING RATE,0,27AAICP0329E1ZN,N0,365,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,150,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Show Multiple Batch Lov,MIGRATION,,,,,
1374,LA FOLIE GREEN MANGO AND NAGA CHILI 65% BAR,LA  FOL GRE MAN AND NAG CHI 65% BAR,LFOLGRE,Retail - Chocolate,Chocolate Bar,,,365,Consignment,ITEM,THIRD WEEK OF EVERY MONTH,INDIAN ORIGIN CHOCOLATE BARS,HO,MFR,,,168,330,330,0,0,3,0,,YES,0,PBS GOURMET FOODS PRIVATE LIMITED,INACTIVE,0,NO,5005,GST 18%,18061000,PURCHASE RATE,0,SELLING RATE,0,27AAICP0329E1ZN,N0,365,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,168,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Show Multiple Batch Lov,MIGRATION,,,,,
1375,LA FOLIE INDIA SINGLE ORIGIN BAR,LA  FOL IND SIN ORI BAR,LFOLIND,Retail - Chocolate,Chocolate Bar,,,365,Consignment,ITEM,THIRD WEEK OF EVERY MONTH,,HO,MFR,,,150,295,295,0,0,3,11,,YES,0,PBS GOURMET FOODS PRIVATE LIMITED,REGULAR,0,NO,5003,GST 5%,18061000,PURCHASE RATE,0,SELLING RATE,0,27AAICP0329E1ZN,N0,365,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,150,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Show Multiple Batch Lov,MIGRATION,,,,,
1376,LA FOLIE INTENSE BLACK JAGGERY,LA  FOL INT BLA JAG,LFOLINT,Retail - Chocolate,Chocolate Bar,,,365,Consignment,ITEM,THIRD WEEK OF EVERY MONTH,SUGAR-FREE CHOCOLATES,HO,MFR,,,150,295,295,0,0,3,11,,YES,0,PBS GOURMET FOODS PRIVATE LIMITED,REGULAR,0,NO,5003,GST 5%,18061000,PURCHASE RATE,0,SELLING RATE,0,27AAICP0329E1ZN,N0,365,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,150,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Show Multiple Batch Lov,MIGRATION,,,,,
1377,LA FOLIE KELAGUR COFFEE BAR 65% BAR,LA  FOL KEL COF BAR 65% BAR,LFOLKEL,Retail - Chocolate,Chocolate Bar,,,365,Consignment,ITEM,THIRD WEEK OF EVERY MONTH,,HO,MFR,,,150,295,295,0,0,3,0,,YES,0,PBS GOURMET FOODS PRIVATE LIMITED,INACTIVE,0,NO,5005,GST 18%,18061000,PURCHASE RATE,0,SELLING RATE,0,27AAICP0329E1ZN,N0,365,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,150,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Show Multiple Batch Lov,MIGRATION,,,,,
1378,LA FOLIE MAPLE AND CHUNKY ALMOND BUTTER BAR,LA  FOL MAP AND CHU ALM BUT BAR,LFOLMAP,Retail - Chocolate,Chocolate Bar,,,365,Consignment,ITEM,THIRD WEEK OF EVERY MONTH,INDIAN ORIGIN CHOCOLATE BARS,HO,MFR,,,168,350,350,0,0,3,11,,YES,0,PBS GOURMET FOODS PRIVATE LIMITED,REGULAR,0,NO,5003,GST 5%,18061000,PURCHASE RATE,0,SELLING RATE,0,27AAICP0329E1ZN,N0,365,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,168,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Show Multiple Batch Lov,MIGRATION,,,,,
1379,LA FOLIE MINT AFTER DARK BAR,LA  FOL MIN AFT DAR BAR,LFOLMIN,Retail - Chocolate,Chocolate Bar,,,365,Consignment,ITEM,THIRD WEEK OF EVERY MONTH,INDIAN ORIGIN CHOCOLATE BARS,HO,MFR,,,150,295,295,0,0,3,0,,YES,0,PBS GOURMET FOODS PRIVATE LIMITED,INACTIVE,0,NO,5005,GST 18%,18061000,PURCHASE RATE,0,SELLING RATE,0,27AAICP0329E1ZN,N0,365,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,0,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,150,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Show Multiple Batch Lov,MIGRATION,,,,,
1380,LA FOLIE NUTTY ROCHER PRALINE BAR,LA  FOL NUT ROC PRA BAR,LFOLNUT,Retail - Chocolate,Chocolate Bar,,,365,Consignment,ITEM,THIRD WEEK OF EVERY MONTH,INDIAN ORIGIN CHOCOLATE BARS,HO,MFR,,,168,330,330,0,0,3,11,,YES,0,PBS GOURMET FOODS PRIVATE LIMITED,REGULAR,0,NO,5003,GST 5%,18061000,PURCHASE RATE,0,SELLING RATE,0,27AAICP0329E1ZN,N0,365,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,168,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Show Multiple Batch Lov,MIGRATION,,,,,
1381,LA FOLIE SEA SALT CARAMEL BAR,LA  FOL SEA SAL CAR BAR,LFOLSEA,Retail - Chocolate,Chocolate Bar,,,365,Consignment,ITEM,THIRD WEEK OF EVERY MONTH,,HO,MFR,,,150,330,330,0,0,3,11,,YES,0,PBS GOURMET FOODS PRIVATE LIMITED,REGULAR,0,NO,5003,GST 5%,18061000,PURCHASE RATE,0,SELLING RATE,0,27AAICP0329E1ZN,N0,365,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,150,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Show Multiple Batch Lov,MIGRATION,,,,,
1382,LA FOLIE SMOKED PINK HIMALAYAN SALT BAR,LA  FOL SMO PIN HIM SAL BAR,LFOLSMO,Retail - Chocolate,Chocolate Bar,,,365,Consignment,ITEM,THIRD WEEK OF EVERY MONTH,,HO,MFR,,,150,295,295,0,0,3,11,,YES,0,PBS GOURMET FOODS PRIVATE LIMITED,REGULAR,0,NO,5003,GST 5%,18061000,PURCHASE RATE,0,SELLING RATE,0,27AAICP0329E1ZN,N0,365,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,150,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Show Multiple Batch Lov,MIGRATION,,,,,
1383,LA FOLIE THE BERRY GOOD BAR,LA  FOL THE BER GOO BAR,LFOLTHE,Retail - Chocolate,Chocolate Bar,,,365,Consignment,ITEM,THIRD WEEK OF EVERY MONTH,INDIAN ORIGIN CHOCOLATE BARS,HO,MFR,,,168,330,330,0,0,3,11,,YES,0,PBS GOURMET FOODS PRIVATE LIMITED,REGULAR,0,NO,5003,GST 5%,18061000,PURCHASE RATE,0,SELLING RATE,0,27AAICP0329E1ZN,N0,365,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,168,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Show Multiple Batch Lov,MIGRATION,,,,,
1384,LE PURE ALMOND ROKA,LE  PUR ALM ROK,LPURALM,Retail - Chocolate,Chocolate Box,,,180,Consignment,ITEM,THIRD WEEK OF EVERY MONTH,INDIAN ORIGIN CHOCOLATE BARS,HO,MFR,,,305.08,600,600,0,0,3,11,,YES,0,FOODICTIVE PRIVATE LIMITED,REGULAR,0,NO,5003,GST 5%,18062000,PURCHASE RATE,0,SELLING RATE,0,27AAFCF1103P1ZN,N0,183,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,305.08,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Show Multiple Batch Lov,MIGRATION,,,,,
1385,LE PURE ENGLISH TOFFEE,LE  PUR ENG TOF,LPURENG,Retail - Chocolate,Chocolate Box,,,,Consignment,ITEM,THIRD WEEK OF EVERY MONTH,,HO,MFR,,,177.97,380,380,0,0,3,11,,YES,0,FOODICTIVE PRIVATE LIMITED,REGULAR,0,NO,5003,GST 5%,18062000,PURCHASE RATE,0,SELLING RATE,0,27AAFCF1103P1ZN,N0,275,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,177.97,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Show Multiple Batch Lov,MIGRATION,,,,,
1386,LE PURE HAZELNUT TRUFFLES,LE  PUR HAZ TRU,LPURHAZ,Retail - Chocolate,TRUFFLES,,,,Consignment,ITEM,Weekly,DRAGEES,HO,MFR,,,381.35,750,750,0,0,3,0,,YES,0,FOODICTIVE PRIVATE LIMITED,INACTIVE,0,NO,5005,GST 18%,18062000,PURCHASE RATE,0,SELLING RATE,0,27AAFCF1103P1ZN,N0,365,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,381.35,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Show Multiple Batch Lov,MIGRATION,,,,,
1387,LE PURE PECAN COFFEE DRAGEE JAR,LE  PUR PEC COF DRA JAR,LPURPEC,Retail - Chocolate,DRAGEES,,,,Consignment,ITEM,THIRD WEEK OF EVERY MONTH,DRAGEES,HO,MFR,,,203.39,400,400,0,0,3,11,,YES,0,FOODICTIVE PRIVATE LIMITED,REGULAR,0,NO,5003,GST 5%,18069010,PURCHASE RATE,0,SELLING RATE,0,27AAFCF1103P1ZN,N0,272,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,203.39,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Show Multiple Batch Lov,MIGRATION,,,,,
1388,LE PURE SALTED CARAMEL TRUFFLES,LE  PUR SAL CAR TRU,LPURSAL,Retail - Chocolate,TRUFFLES,,,,Consignment,ITEM,Weekly,,HO,MFR,,,381.35,750,750,0,0,3,0,,YES,0,FOODICTIVE PRIVATE LIMITED,INACTIVE,0,NO,5005,GST 18%,18069010,PURCHASE RATE,0,SELLING RATE,0,27AAFCF1103P1ZN,N0,365,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,1,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,381.35,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Show Multiple Batch Lov,MIGRATION,,,,,
1389,LOVE COCOA COLOMBIAN PLAIN MILK CHOCOLATE,LOV COC COL PLA MIL CHO,LCOCCOL,Retail - Chocolate,Chocolate Bar,,,,Outright,ITEM,,,HO,MFR,,,0,0,0,0,0,3,0,,YES,0,Love Cocoa,INACTIVE,0,NO,5005,GST 18%,18069010,PURCHASE RATE,0,SELLING RATE,0,,N0,0,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,0,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,0,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
1390,LOVE COCOA DARK CHOCOLATE WITH MALDON SEA SALT,LOV COC DAR CHO WIT MAL SEA SAL,LCOCDAR,Retail - Chocolate,Chocolate Bar,,,,Outright,ITEM,,,HO,MFR,,,0,0,0,0,0,3,0,,YES,0,Love Cocoa,INACTIVE,0,NO,5005,GST 18%,18069010,PURCHASE RATE,0,SELLING RATE,0,,N0,0,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,0,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,0,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
1391,LOVE COCOA ENGLISH MINT 71% DARK CHOCOLATE,LOV COC ENG MIN 71% DAR CHO,LCOCENG,Retail - Chocolate,Chocolate Bar,,,,Outright,ITEM,,,HO,MFR,,,0,0,0,0,0,3,0,,YES,0,Love Cocoa,INACTIVE,0,NO,5005,GST 18%,18069010,PURCHASE RATE,0,SELLING RATE,0,,N0,0,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,0,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,0,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
1392,LOVE COCOA GIN & TONIC 71% DARK CHOCOLATE,LOV COC GIN & TON 71% DAR CHO,LCOCGIN,Retail - Chocolate,Chocolate Bar,,,,Outright,ITEM,,,HO,MFR,,,0,0,0,0,0,3,0,,YES,0,Love Cocoa,INACTIVE,0,NO,5005,GST 18%,18069010,PURCHASE RATE,0,SELLING RATE,0,,N0,0,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,0,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,0,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
1393,LOVE COCOA HONEYCOMB 41% MILK CHOCOLATE,LOV COC HON 41% MIL CHO,LCOCHON,Retail - Chocolate,Chocolate Bar,,,,Outright,ITEM,,,HO,MFR,,,0,0,0,0,0,3,0,,YES,0,Love Cocoa,INACTIVE,0,NO,5005,GST 18%,18069010,PURCHASE RATE,0,SELLING RATE,0,,N0,0,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,0,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,0,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
1394,LOVE COCOA ORANGE AND COCOA NIBS 71% DARK CHOCOLATE,LOV COC ORA AND COC NIB 71% DAR CHO,LCOCORA,Retail - Chocolate,Chocolate Bar,,,,Outright,ITEM,,,HO,MFR,,,0,0,0,0,0,3,0,,YES,0,Love Cocoa,INACTIVE,0,NO,5005,GST 18%,18069010,PURCHASE RATE,0,SELLING RATE,0,,N0,0,YES,Not Applicable,Yes,No,No,No,Put Away,MRP,Yes,0,0,0,0,0,No,,No,0,1,,1,,Unit,Profile 1,Profile 1,NO,GST,0,0,Days Based,0,,,No,No,No,1,,No,No,0,No,0,No Scheme,,Both,No,Yes,Not Required,Yes,Yes,0,0,0,Not Required,Manual,0,Null,No,,0,0,0,Goods,No,No,0,1,Yes,Yes,Yes,,,Yes,Yes,Itemmaster,No,Yes,Default,0,0,0,0,0,0,0,Manual,1,1,0,0,0,Trade As Is,0,0,0,0,0,0,0,,2023-04-13 08:09:01,Not Applicable,MIGRATION,,,,,
